Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25761,2474,961,5,Furniture,Tables,UPI
B-25762,1618,282,4,Electronics,Printers,UPI
B-25763,1279,404,1,Clothing,Kurti,COD
B-25764,468,143,1,Clothing,Hankerchief,Credit Card
B-25764,2610,936,4,Electronics,Phones,COD
B-25765,5583,1176,3,Furniture,Chairs,COD
B-25766,485,300,2,Electronics,Electronic Games,Credit Card
B-25767,2674,196,2,Furniture,Chairs,Debit Card
B-25767,55,-7,5,Clothing,T-shirt,COD
B-25768,1836,-503,2,Clothing,Trousers,UPI
B-25769,4473,2470,5,Electronics,Printers,Credit Card
B-25770,801,487,4,Clothing,Stole,COD
B-25771,882,481,2,Electronics,Printers,Debit Card
B-25772,5599,1410,3,Furniture,Bookcases,Debit Card
B-25772,2829,718,1,Furniture,Furnishings,UPI
B-25773,2595,1306,5,Electronics,Accessories,UPI
B-25773,1586,806,1,Clothing,T-shirt,COD
B-25774,2144,1100,4,Electronics,Phones,Credit Card
B-25774,1099,218,4,Clothing,Skirt,UPI
B-25775,224,84,2,Clothing,Kurti,Credit Card
B-25776,1453,782,3,Electronics,Electronic Games,Debit Card
B-25777,867,-180,3,Clothing,Stole,COD
B-25777,3766,2258,5,Electronics,Electronic Games,COD
B-25777,5059,2278,4,Electronics,Printers,Debit Card
B-25778,1816,-46,5,Clothing,Trousers,UPI
B-25778,467,28,4,Electronics,Accessories,EMI
B-25778,1768,1044,3,Electronics,Accessories,UPI
B-25779,1643,434,5,Electronics,Phones,COD
B-25780,1806,1194,5,Clothing,Stole,COD
B-25781,178,38,2,Clothing,Kurti,COD
B-25782,3413,959,5,Electronics,Phones,Debit Card
B-25782,1400,792,5,Electronics,Printers,Debit Card
B-25783,2903,1850,1,Electronics,Electronic Games,Credit Card
B-25783,658,279,5,Furniture,Bookcases,Credit Card
B-25783,1231,286,4,Electronics,Printers,EMI
B-25784,1456,784,5,Clothing,Shirt,COD
B-25785,1619,136,2,Electronics,Accessories,Debit Card
B-25786,1028,144,3,Electronics,Phones,Debit Card
B-25786,3914,623,3,Furniture,Furnishings,Credit Card
B-25787,3360,203,5,Electronics,Electronic Games,COD
B-25788,317,32,2,Clothing,Skirt,COD
B-25789,1587,141,2,Furniture,Bookcases,Credit Card
B-25790,3732,1076,4,Electronics,Accessories,UPI
B-25791,3119,1948,5,Electronics,Phones,UPI
B-25792,3245,1920,5,Electronics,Electronic Games,UPI
B-25792,5161,2574,3,Furniture,Chairs,Debit Card
B-25793,4553,2929,5,Electronics,Accessories,COD
B-25794,1421,-28,4,Clothing,Leggings,UPI
B-25794,4592,1623,2,Electronics,Printers,Debit Card
B-25794,1959,406,2,Electronics,Printers,EMI
B-25795,4384,947,5,Furniture,Bookcases,COD
B-25795,30,12,5,Clothing,Stole,Credit Card
B-25796,1665,366,5,Clothing,Hankerchief,COD
B-25797,4871,220,4,Furniture,Bookcases,UPI
B-25798,4121,672,5,Furniture,Furnishings,Debit Card
B-25799,4944,561,1,Electronics,Accessories,UPI
B-25799,5432,1039,1,Electronics,Electronic Games,UPI
B-25800,667,41,4,Electronics,Electronic Games,Debit Card
B-25801,4275,1389,2,Furniture,Bookcases,EMI
B-25801,2549,881,3,Furniture,Tables,COD
B-25802,5264,805,1,Furniture,Tables,Debit Card
B-25803,1573,243,3,Clothing,Hankerchief,UPI
B-25804,1894,-321,5,Clothing,T-shirt,UPI
B-25805,807,30,5,Clothing,Trousers,COD
B-25806,5278,1484,5,Electronics,Printers,Credit Card
B-25806,1302,135,2,Furniture,Furnishings,Credit Card
B-25807,432,114,4,Clothing,Trousers,Debit Card
B-25808,1644,602,1,Clothing,Stole,COD
B-25809,5125,193,2,Furniture,Furnishings,UPI
B-25810,1817,872,1,Furniture,Chairs,EMI
B-25811,1318,692,5,Electronics,Electronic Games,Debit Card
B-25811,1734,-166,1,Clothing,Leggings,COD
B-25811,745,-32,2,Clothing,Saree,Debit Card
B-25812,1663,492,2,Clothing,Saree,EMI
B-25813,4533,2266,3,Furniture,Bookcases,EMI
B-25814,3859,1394,2,Electronics,Printers,Credit Card
B-25815,2695,81,5,Furniture,Chairs,COD
B-25816,230,-75,3,Clothing,Saree,COD
B-25816,4327,2292,3,Electronics,Phones,UPI
B-25817,4039,1142,2,Electronics,Printers,Debit Card
B-25817,118,17,3,Clothing,Saree,Credit Card
B-25817,4343,1248,3,Electronics,Electronic Games,UPI
B-25818,3901,1059,2,Electronics,Accessories,COD
B-25818,2709,652,1,Furniture,Furnishings,UPI
B-25819,4784,366,3,Electronics,Accessories,Credit Card
B-25820,3628,1706,1,Furniture,Tables,EMI
B-25821,693,240,3,Clothing,Kurti,UPI
B-25821,2863,470,5,Electronics,Electronic Games,Credit Card
B-25822,2276,1127,5,Furniture,Tables,UPI
B-25822,5795,1348,5,Electronics,Electronic Games,Credit Card
B-25822,3598,1850,2,Electronics,Printers,Credit Card
B-25823,1209,623,3,Clothing,Leggings,UPI
B-25823,1001,-198,2,Clothing,Kurti,EMI
B-25824,1738,-303,1,Clothing,Shirt,UPI
B-25825,1297,-88,2,Clothing,Kurti,COD
B-25826,2218,386,4,Furniture,Bookcases,EMI
B-25827,3516,2074,4,Electronics,Accessories,COD
B-25828,4960,1777,4,Furniture,Furnishings,Credit Card
B-25829,1953,-729,2,Clothing,T-shirt,COD
B-25829,478,204,2,Clothing,Hankerchief,Debit Card
B-25830,1922,187,4,Furniture,Furnishings,Debit Card
B-25830,2056,1150,5,Electronics,Printers,UPI
B-25831,4834,368,5,Furniture,Furnishings,UPI
B-25831,4361,1020,3,Furniture,Tables,Credit Card
B-25832,1345,295,2,Furniture,Chairs,Debit Card
B-25832,790,322,2,Electronics,Printers,COD
B-25833,2821,1194,5,Electronics,Electronic Games,Credit Card
B-25833,1073,202,4,Clothing,Trousers,UPI
B-25833,1833,181,1,Furniture,Bookcases,COD
B-25834,4978,1297,3,Electronics,Accessories,COD
B-25835,5691,1170,1,Electronics,Accessories,COD
B-25835,3203,386,4,Electronics,Phones,COD
B-25836,1794,494,3,Clothing,Shirt,Credit Card
B-25837,1813,-419,4,Clothing,Shirt,Credit Card
B-25838,1733,-3,1,Clothing,Saree,UPI
B-25839,4438,1946,5,Furniture,Furnishings,Debit Card
B-25839,1034,475,1,Furniture,Tables,Debit Card
B-25840,2500,1246,5,Electronics,Electronic Games,COD
B-25841,1291,-144,2,Clothing,Trousers,Credit Card
B-25841,762,448,3,Electronics,Electronic Games,COD
B-25842,3765,2327,2,Electronics,Accessories,EMI
B-25842,4354,2027,1,Furniture,Bookcases,COD
B-25843,2227,991,2,Furniture,Bookcases,Debit Card
B-25844,834,-216,1,Clothing,Trousers,Credit Card
B-25844,5615,2614,2,Furniture,Furnishings,Credit Card
B-25845,5733,2249,3,Furniture,Bookcases,COD
B-25845,2201,884,4,Electronics,Accessories,Debit Card
B-25846,1045,545,5,Clothing,Shirt,UPI
B-25846,1584,395,5,Furniture,Tables,COD
B-25847,2468,1346,4,Electronics,Phones,Credit Card
B-25847,584,256,3,Clothing,Saree,UPI
B-25847,2957,1311,3,Electronics,Printers,EMI
B-25848,2241,380,5,Electronics,Phones,Debit Card
B-25849,768,128,3,Clothing,T-shirt,COD
B-25850,4906,862,2,Electronics,Phones,EMI
B-25851,907,337,2,Clothing,Kurti,Debit Card
B-25852,4967,1311,4,Electronics,Phones,UPI
B-25852,4626,1823,3,Furniture,Furnishings,COD
B-25852,3346,1124,5,Electronics,Electronic Games,Credit Card
B-25853,319,209,5,Clothing,Skirt,UPI
B-25853,1262,-5,4,Clothing,Skirt,COD
B-25854,1743,289,5,Electronics,Electronic Games,COD
B-25855,460,-56,3,Clothing,Kurti,COD
B-25856,1432,579,5,Clothing,Stole,UPI
B-25857,143,34,2,Clothing,Saree,UPI
B-25858,917,422,3,Clothing,Kurti,Credit Card
B-25859,4721,2985,2,Electronics,Accessories,UPI
B-25860,1654,-138,3,Clothing,Kurti,UPI
B-25860,1273,-430,4,Clothing,Hankerchief,Credit Card
B-25861,147,84,2,Clothing,Shirt,UPI
B-25862,2349,357,3,Electronics,Electronic Games,UPI
B-25863,3820,1399,5,Electronics,Accessories,COD
B-25863,3378,1532,1,Electronics,Electronic Games,UPI
B-25863,5292,3264,4,Electronics,Printers,Credit Card
B-25864,1422,702,3,Clothing,Saree,EMI
B-25864,663,-184,5,Clothing,Hankerchief,COD
B-25865,2979,1126,3,Furniture,Furnishings,COD
B-25865,4714,2982,3,Electronics,Printers,COD
B-25866,3414,214,2,Furniture,Furnishings,UPI
B-25866,373,58,3,Clothing,Leggings,Debit Card
B-25866,878,92,1,Furniture,Bookcases,Credit Card
B-25867,2992,1333,4,Furniture,Chairs,Credit Card
B-25868,1250,-542,5,Clothing,Kurti,COD
B-25868,1527,-250,2,Clothing,Skirt,UPI
B-25869,5422,1236,1,Electronics,Printers,COD
B-25869,687,150,4,Clothing,Stole,COD
B-25870,1756,-584,2,Clothing,T-shirt,UPI
B-25871,2135,389,4,Electronics,Electronic Games,Credit Card
B-25872,3676,810,1,Furniture,Chairs,COD
B-25873,1396,448,5,Furniture,Chairs,COD
B-25873,1545,586,2,Electronics,Printers,COD
B-25874,2911,487,4,Furniture,Tables,Credit Card
B-25875,936,80,2,Electronics,Phones,COD
B-25876,5412,1207,4,Furniture,Furnishings,COD
B-25877,2625,603,1,Electronics,Phones,Debit Card
B-25878,4850,1540,1,Furniture,Furnishings,Credit Card
B-25879,2669,379,5,Furniture,Chairs,Credit Card
B-25880,5597,719,1,Furniture,Furnishings,COD
B-25881,127,-12,4,Clothing,Saree,COD
B-25881,465,82,1,Clothing,Skirt,UPI
B-25882,4895,1522,4,Electronics,Accessories,COD
B-25882,4176,2072,3,Furniture,Tables,Credit Card
B-25883,1077,96,3,Clothing,Saree,UPI
B-25883,2892,987,2,Electronics,Accessories,UPI
B-25884,4229,1090,1,Furniture,Bookcases,UPI
B-25885,3999,288,5,Furniture,Furnishings,UPI
B-25886,1517,691,2,Furniture,Tables,COD
B-25887,3241,260,2,Electronics,Electronic Games,COD
B-25887,994,295,3,Clothing,T-shirt,Debit Card
B-25887,1962,1171,4,Clothing,Skirt,Credit Card
B-25888,668,16,2,Furniture,Furnishings,UPI
B-25889,1120,457,4,Furniture,Bookcases,UPI
B-25890,1548,974,5,Electronics,Printers,COD
B-25891,3423,1037,1,Electronics,Electronic Games,UPI
B-25891,1225,610,5,Clothing,Hankerchief,UPI
B-25892,2841,504,3,Furniture,Bookcases,EMI
B-25892,609,297,2,Clothing,Kurti,UPI
B-25893,533,296,3,Clothing,Kurti,UPI
B-25894,1490,917,5,Electronics,Accessories,Debit Card
B-25895,1690,-644,5,Clothing,Trousers,COD
B-25895,975,458,4,Clothing,Shirt,UPI
B-25895,955,-258,2,Clothing,Skirt,COD
B-25896,5793,984,2,Electronics,Accessories,Debit Card
B-25896,579,-216,2,Clothing,Kurti,UPI
B-25897,719,464,3,Clothing,Stole,COD
B-25897,1974,165,4,Electronics,Phones,UPI
B-25898,543,83,5,Electronics,Electronic Games,COD
B-25898,500,37,4,Clothing,T-shirt,EMI
B-25899,1501,787,4,Clothing,Skirt,UPI
B-25900,822,183,5,Clothing,Kurti,EMI
B-25901,5551,873,5,Electronics,Electronic Games,Debit Card
B-25901,5694,172,5,Furniture,Bookcases,Debit Card
B-25902,2545,1201,1,Electronics,Accessories,UPI
B-25903,4123,1215,2,Furniture,Bookcases,UPI
B-25904,3186,604,4,Furniture,Tables,Credit Card
B-25904,1617,582,1,Clothing,Saree,Credit Card
B-25904,667,228,1,Furniture,Tables,UPI
B-25905,1907,-878,5,Clothing,Hankerchief,UPI
B-25906,4968,2297,5,Furniture,Furnishings,UPI
B-25906,1654,-107,2,Clothing,Shirt,EMI
B-25907,597,291,5,Electronics,Printers,Debit Card
B-25907,1809,1015,2,Electronics,Accessories,UPI
B-25908,3051,806,5,Electronics,Printers,EMI
B-25909,1709,410,2,Clothing,Shirt,COD
B-25910,2789,191,5,Electronics,Printers,Credit Card
B-25910,942,-255,2,Clothing,Stole,UPI
B-25911,2105,273,4,Electronics,Phones,EMI
B-25911,4546,922,1,Furniture,Furnishings,Debit Card
B-25912,5139,1855,3,Furniture,Furnishings,COD
B-25913,4509,1465,3,Electronics,Accessories,UPI
B-25913,289,57,2,Clothing,Saree,COD
B-25914,569,328,1,Electronics,Printers,Debit Card
B-25915,749,455,1,Clothing,Stole,COD
B-25915,286,-31,4,Clothing,Hankerchief,Credit Card
B-25916,2475,349,3,Electronics,Accessories,UPI
B-25916,1618,763,1,Clothing,Shirt,EMI
B-25916,808,99,3,Clothing,Trousers,Credit Card
B-25917,1681,557,5,Clothing,Leggings,UPI
B-25917,5531,2225,3,Electronics,Phones,UPI
B-25918,2470,227,3,Furniture,Bookcases,Credit Card
B-25919,261,67,4,Clothing,Leggings,Credit Card
B-25920,4051,1777,3,Electronics,Electronic Games,Credit Card
B-25920,1883,1207,1,Electronics,Phones,COD
B-25921,5038,2013,4,Furniture,Bookcases,COD
B-25922,1166,391,4,Clothing,Trousers,COD
B-25923,1971,947,4,Clothing,Shirt,Debit Card
B-25923,1668,527,5,Furniture,Chairs,COD
B-25924,1670,356,5,Clothing,Shirt,Credit Card
B-25925,696,481,3,Clothing,Saree,UPI
B-25926,1257,-352,5,Clothing,Saree,COD
B-25927,995,416,5,Electronics,Accessories,UPI
B-25928,5075,423,4,Furniture,Tables,COD
B-25928,423,-123,1,Clothing,Hankerchief,COD
B-25929,252,82,3,Clothing,Kurti,UPI
B-25930,764,377,1,Electronics,Electronic Games,UPI
B-25930,324,186,2,Electronics,Electronic Games,UPI
B-25931,1372,-57,1,Clothing,Shirt,UPI
B-25932,1060,-257,2,Clothing,Shirt,UPI
B-25933,1557,134,4,Clothing,Kurti,COD
B-25933,737,236,1,Electronics,Accessories,Debit Card
B-25933,3150,1129,4,Furniture,Furnishings,COD
B-25934,1017,-68,4,Clothing,Leggings,EMI
B-25935,2137,843,3,Furniture,Furnishings,Debit Card
B-25935,1566,599,1,Clothing,Hankerchief,COD
B-25936,570,272,3,Furniture,Chairs,Credit Card
B-25937,785,473,3,Clothing,Shirt,UPI
B-25937,3088,1446,2,Furniture,Bookcases,EMI
B-25938,4069,1171,4,Electronics,Electronic Games,Credit Card
B-25938,1044,-200,4,Clothing,Leggings,EMI
B-25939,1593,-46,2,Clothing,Leggings,COD
B-25939,1792,1157,4,Electronics,Accessories,Credit Card
B-25939,4765,1692,1,Furniture,Chairs,EMI
B-25940,1190,-487,3,Clothing,Trousers,UPI
B-25941,3739,881,1,Electronics,Accessories,COD
B-25941,1420,387,1,Furniture,Tables,UPI
B-25942,1696,-825,5,Clothing,Trousers,Debit Card
B-25943,5410,1253,5,Furniture,Furnishings,UPI
B-25943,928,578,1,Clothing,Stole,UPI
B-25943,207,113,2,Clothing,Trousers,Debit Card
B-25944,4232,1251,4,Electronics,Phones,UPI
B-25945,1319,742,4,Electronics,Accessories,COD
B-25945,1279,116,2,Clothing,Trousers,UPI
B-25946,343,62,2,Clothing,Trousers,UPI
B-25947,1638,700,5,Clothing,Hankerchief,COD
B-25948,4099,783,2,Electronics,Accessories,Debit Card
B-25948,405,220,4,Electronics,Electronic Games,COD
B-25949,1553,229,3,Clothing,Skirt,Credit Card
B-25950,1340,881,3,Clothing,Saree,EMI
B-25950,5709,2363,4,Furniture,Bookcases,EMI
B-25951,5034,2530,2,Electronics,Accessories,UPI
B-25952,369,55,1,Clothing,Shirt,COD
B-25953,1293,-28,2,Clothing,Saree,Credit Card
B-25954,5279,2383,3,Furniture,Tables,UPI
B-25954,5314,1934,4,Electronics,Printers,Credit Card
B-25955,5242,2381,2,Electronics,Printers,COD
B-25956,5131,215,4,Furniture,Tables,COD
B-25956,147,0,3,Clothing,T-shirt,EMI
B-25957,4431,2048,1,Furniture,Tables,EMI
B-25958,4498,284,5,Electronics,Phones,UPI
B-25959,1131,78,5,Electronics,Printers,UPI
B-25959,689,96,4,Electronics,Accessories,Debit Card
B-25960,3292,1126,4,Electronics,Electronic Games,EMI
B-25961,1416,-355,3,Clothing,Saree,UPI
B-25961,1510,-277,5,Clothing,Hankerchief,Debit Card
B-25961,3802,2394,5,Electronics,Phones,UPI
B-25962,1569,544,3,Clothing,Leggings,UPI
B-25962,4650,651,2,Furniture,Tables,EMI
B-25963,1887,1191,5,Clothing,Skirt,UPI
B-25963,1304,-427,2,Clothing,Shirt,Debit Card
B-25964,731,240,5,Clothing,T-shirt,COD
B-25964,325,-97,4,Clothing,Leggings,COD
B-25965,5611,1926,2,Electronics,Electronic Games,UPI
B-25966,3848,1608,1,Electronics,Phones,Debit Card
B-25966,1158,335,3,Electronics,Accessories,EMI
B-25967,3056,282,2,Electronics,Printers,UPI
B-25968,1325,-220,4,Clothing,Shirt,EMI
B-25968,992,670,2,Clothing,Hankerchief,UPI
B-25969,2534,1188,5,Furniture,Bookcases,UPI
B-25970,750,298,2,Electronics,Printers,COD
B-25971,341,109,1,Clothing,T-shirt,COD
B-25972,2890,953,4,Furniture,Tables,COD
B-25973,668,-59,3,Clothing,Skirt,UPI
B-25974,1567,1023,2,Clothing,Trousers,UPI
B-25975,729,174,5,Furniture,Bookcases,EMI
B-25976,605,172,1,Electronics,Printers,UPI
B-25976,5263,781,4,Electronics,Electronic Games,COD
B-25977,3275,116,1,Furniture,Tables,Debit Card
B-25978,4948,1653,5,Electronics,Phones,Credit Card
B-25979,1958,-314,5,Clothing,Leggings,COD
B-25979,876,195,3,Electronics,Accessories,COD
B-25980,4610,2812,3,Electronics,Electronic Games,Debit Card
B-25981,4930,1611,1,Furniture,Tables,UPI
B-25982,3928,839,2,Electronics,Printers,EMI
B-25983,3296,106,5,Furniture,Bookcases,Credit Card
B-25984,679,51,1,Clothing,Stole,UPI
B-25984,1869,879,4,Clothing,T-shirt,Credit Card
B-25984,4603,1331,2,Electronics,Printers,UPI
B-25985,4221,2256,4,Electronics,Phones,COD
B-25985,2456,448,2,Electronics,Printers,COD
B-25986,5873,909,3,Furniture,Furnishings,Credit Card
B-25987,922,-155,1,Clothing,Saree,UPI
B-25988,1258,818,5,Clothing,Hankerchief,COD
B-25988,3267,565,1,Electronics,Accessories,Credit Card
B-25988,1186,410,4,Electronics,Electronic Games,UPI
B-25989,1239,619,4,Clothing,Skirt,EMI
B-25990,5250,708,3,Electronics,Phones,Credit Card
B-25991,736,218,5,Furniture,Tables,UPI
B-25992,568,151,4,Clothing,Leggings,UPI
B-25992,4527,1075,3,Electronics,Phones,Debit Card
B-25992,3674,442,5,Electronics,Electronic Games,UPI
B-25993,3998,1656,3,Electronics,Electronic Games,EMI
B-25994,494,-95,2,Clothing,Shirt,Credit Card
B-25995,722,-214,2,Clothing,Trousers,EMI
B-25996,692,413,2,Electronics,Electronic Games,Debit Card
B-25997,1736,1119,4,Electronics,Accessories,Debit Card
B-25998,946,151,5,Clothing,T-shirt,EMI
B-25999,157,-11,1,Clothing,Trousers,UPI
B-26000,604,21,5,Clothing,Trousers,UPI
B-26000,429,240,3,Electronics,Electronic Games,COD
B-26001,1890,-49,2,Clothing,Kurti,EMI
B-26001,574,30,1,Clothing,Shirt,EMI
B-26002,5760,872,5,Electronics,Electronic Games,COD
B-26002,4722,1025,2,Electronics,Printers,Credit Card
B-26003,5099,2499,1,Furniture,Bookcases,UPI
B-26004,1209,822,4,Clothing,Skirt,COD
B-26005,1998,-885,2,Clothing,T-shirt,COD
B-26006,4797,326,5,Electronics,Phones,UPI
B-26006,800,313,4,Clothing,Hankerchief,Credit Card
B-26007,1772,-280,2,Clothing,Trousers,Credit Card
B-26008,2341,535,1,Furniture,Tables,Credit Card
B-26009,470,56,3,Clothing,T-shirt,COD
B-26010,1733,1182,1,Clothing,Saree,UPI
B-26011,221,25,2,Clothing,T-shirt,COD
B-26011,72,-26,2,Clothing,Saree,Credit Card
B-26012,120,36,5,Clothing,Skirt,EMI
B-26013,2020,122,3,Furniture,Furnishings,COD
B-26013,1761,741,4,Clothing,Skirt,UPI
B-26014,220,33,4,Clothing,Leggings,UPI
B-26014,3653,2239,3,Electronics,Accessories,COD
B-26014,577,239,1,Clothing,Shirt,Credit Card
B-26015,4715,246,2,Furniture,Bookcases,COD
B-26015,1217,503,3,Furniture,Bookcases,COD
B-26016,1089,-336,5,Clothing,T-shirt,Debit Card
B-26017,3623,873,2,Electronics,Accessories,Debit Card
B-26017,1077,745,4,Clothing,Skirt,UPI
B-26018,5135,2221,5,Electronics,Printers,UPI
B-26019,1121,313,4,Furniture,Bookcases,COD
B-26020,1168,-367,2,Clothing,Skirt,COD
B-26020,5693,2442,4,Electronics,Phones,Debit Card
B-26021,1203,-237,3,Clothing,Hankerchief,UPI
B-26022,5211,3189,5,Electronics,Electronic Games,COD
B-26022,1540,-198,4,Clothing,Shirt,Debit Card
B-26022,1451,93,4,Clothing,Trousers,COD
B-26023,3609,1741,1,Electronics,Phones,COD
B-26024,3612,913,5,Electronics,Accessories,COD
B-26025,5654,1351,1,Electronics,Electronic Games,Credit Card
B-26026,5130,2779,1,Electronics,Accessories,COD
B-26027,464,-51,4,Clothing,Skirt,Debit Card
B-26027,1473,-515,2,Clothing,Trousers,EMI
B-26028,1411,633,1,Electronics,Accessories,UPI
B-26029,5812,720,2,Furniture,Chairs,Credit Card
B-26030,5068,1294,2,Furniture,Chairs,COD
B-26031,1757,-773,1,Clothing,Saree,Debit Card
B-26032,1707,365,2,Clothing,Trousers,Debit Card
B-26032,4964,512,4,Furniture,Tables,UPI
B-26033,3477,675,4,Electronics,Phones,COD
B-26033,525,225,2,Clothing,Saree,EMI
B-26034,477,-209,2,Clothing,Kurti,Credit Card
B-26034,1401,693,3,Electronics,Electronic Games,Credit Card
B-26034,793,-306,3,Clothing,Leggings,Debit Card
B-26035,804,-295,2,Clothing,Stole,Debit Card
B-26035,5781,2142,1,Furniture,Furnishings,Debit Card
B-26036,1482,-725,2,Clothing,Hankerchief,UPI
B-26037,5326,1140,1,Furniture,Bookcases,Debit Card
B-26038,1339,510,1,Electronics,Phones,Debit Card
B-26039,635,350,2,Clothing,Shirt,Credit Card
B-26039,32,-11,4,Clothing,Hankerchief,COD
B-26040,3890,611,5,Furniture,Chairs,Credit Card
B-26040,1395,318,2,Clothing,Shirt,COD
B-26041,67,31,3,Clothing,Hankerchief,COD
B-26042,650,260,3,Clothing,Leggings,COD
B-26043,1689,867,4,Clothing,Leggings,COD
B-26043,4688,2686,1,Electronics,Accessories,UPI
B-26044,4914,1772,1,Electronics,Accessories,UPI
B-26045,3512,1605,5,Furniture,Tables,Credit Card
B-26045,705,442,1,Clothing,T-shirt,UPI
B-26046,840,217,3,Clothing,Stole,Credit Card
B-26047,1209,-296,3,Clothing,Saree,COD
B-26048,1155,152,3,Furniture,Furnishings,COD
B-26049,5606,3088,4,Electronics,Printers,EMI
B-26050,2800,675,3,Electronics,Accessories,COD
B-26051,5534,2374,2,Electronics,Electronic Games,UPI
B-26052,18,-5,3,Clothing,Leggings,COD
B-26053,1418,484,1,Furniture,Chairs,UPI
B-26054,2142,267,1,Electronics,Accessories,UPI
B-26054,1161,562,5,Furniture,Bookcases,Debit Card
B-26055,5303,905,1,Furniture,Bookcases,COD
B-26056,1218,-348,1,Clothing,Trousers,Credit Card
B-26056,131,39,5,Clothing,Trousers,COD
B-26057,1103,446,2,Furniture,Bookcases,Debit Card
B-26057,952,546,2,Clothing,Skirt,Debit Card
B-26058,5659,3491,1,Electronics,Printers,UPI
B-26059,3278,1478,1,Electronics,Printers,UPI
B-26060,3604,907,3,Electronics,Phones,EMI
B-26061,1692,-272,4,Clothing,Hankerchief,COD
B-26061,2307,727,3,Electronics,Electronic Games,COD
B-26062,609,160,3,Clothing,Trousers,COD
B-26063,552,118,4,Clothing,Leggings,Debit Card
B-26063,1831,571,2,Clothing,Skirt,Credit Card
B-26063,788,235,2,Furniture,Chairs,EMI
B-26064,4665,2494,5,Electronics,Printers,UPI
B-26065,5720,2729,2,Electronics,Electronic Games,COD
B-26065,769,64,5,Clothing,Saree,COD
B-26066,3966,1138,4,Furniture,Bookcases,UPI
B-26066,1349,74,1,Furniture,Furnishings,Credit Card
B-26067,5558,623,1,Electronics,Printers,COD
B-26068,1197,-372,4,Clothing,Leggings,UPI
B-26069,2278,168,4,Furniture,Tables,EMI
B-26070,5787,822,4,Electronics,Phones,UPI
B-26071,886,201,4,Clothing,Shirt,Debit Card
B-26072,1551,-195,4,Clothing,Kurti,COD
B-26072,3545,1301,2,Electronics,Electronic Games,COD
B-26073,2542,310,2,Furniture,Tables,Credit Card
B-26073,71,14,2,Clothing,Skirt,Debit Card
B-26074,3278,1778,2,Electronics,Printers,COD
B-26074,2754,173,1,Furniture,Furnishings,EMI
B-26075,4001,298,5,Electronics,Printers,Debit Card
B-26076,1225,-493,1,Clothing,Shirt,Credit Card
B-26076,2607,1031,5,Furniture,Bookcases,Credit Card
B-26077,415,154,5,Clothing,Leggings,UPI
B-26077,5399,2341,2,Furniture,Bookcases,UPI
B-26078,1261,156,4,Electronics,Phones,UPI
B-26078,1607,-624,4,Clothing,Kurti,UPI
B-26079,897,479,5,Electronics,Accessories,Credit Card
B-26080,663,-280,4,Clothing,Leggings,UPI
B-26080,5339,2776,4,Electronics,Electronic Games,COD
B-26081,1521,353,4,Clothing,Skirt,COD
B-26081,5086,895,1,Electronics,Phones,UPI
B-26081,119,30,1,Clothing,Leggings,Credit Card
B-26082,5859,1425,5,Furniture,Tables,EMI
B-26082,77,24,4,Clothing,Trousers,Credit Card
B-26083,1248,-116,4,Clothing,Kurti,UPI
B-26084,201,87,4,Clothing,Shirt,UPI
B-26085,1413,680,5,Furniture,Chairs,Debit Card
B-26085,1842,-602,4,Clothing,T-shirt,EMI
B-26086,3448,504,2,Electronics,Accessories,Credit Card
B-26087,959,-27,2,Clothing,Shirt,COD
B-26088,1587,-650,2,Clothing,Hankerchief,COD
B-26088,1210,434,1,Clothing,Stole,COD
B-26088,1703,294,2,Furniture,Chairs,UPI
B-26089,5095,2562,1,Electronics,Phones,COD
B-26089,1525,-35,3,Clothing,Hankerchief,COD
B-26089,1939,881,5,Electronics,Printers,EMI
B-26090,1011,121,4,Clothing,Stole,UPI
B-26090,1617,641,1,Electronics,Printers,COD
B-26090,1087,7,5,Clothing,Leggings,Debit Card
B-26091,1161,-150,5,Clothing,Trousers,Debit Card
B-26091,888,99,1,Clothing,Saree,UPI
B-26092,1610,1032,4,Electronics,Printers,COD
B-26093,3388,1518,2,Furniture,Tables,Debit Card
B-26094,2101,1101,5,Electronics,Electronic Games,COD
B-26095,2629,1252,2,Furniture,Tables,UPI
B-26095,1825,420,4,Electronics,Phones,UPI
B-26095,1851,-314,3,Clothing,Shirt,COD
B-26096,145,41,3,Clothing,T-shirt,EMI
B-26097,176,-67,3,Clothing,Shirt,Credit Card
B-26097,2242,1145,5,Electronics,Phones,Debit Card
B-26097,4167,359,4,Electronics,Accessories,Credit Card
B-26098,1288,-236,2,Clothing,Stole,COD
B-26099,3744,840,3,Electronics,Printers,COD
B-26099,3846,980,3,Furniture,Tables,UPI
B-26100,1967,83,2,Furniture,Chairs,Debit Card
B-26101,4984,1768,4,Electronics,Printers,UPI
B-26102,5428,826,3,Electronics,Phones,EMI
B-26103,1877,579,2,Electronics,Electronic Games,Credit Card
B-26104,5209,216,3,Furniture,Furnishings,Debit Card
B-26105,1252,392,3,Electronics,Printers,UPI
B-26106,1404,-14,2,Clothing,Kurti,Credit Card
B-26107,2097,188,3,Electronics,Accessories,UPI
B-26107,3896,891,2,Electronics,Phones,Credit Card
B-26108,5469,2404,2,Electronics,Accessories,UPI
B-26109,431,260,1,Clothing,Trousers,Credit Card
B-26110,5549,2486,3,Electronics,Accessories,COD
